Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,ActiveDistance,ActiveMinutes,TotalMinutes
1503960366,2016-05-11,12770,8.130000114,8.130000114,0.0,2.559999943,1.00999999,4.550000191,0.0,36,23,251,669,1783,8.120000124,310,979
1503960366,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,0.0,0,1440
1624580081,2016-04-12,8163,5.309999943,5.309999943,0.0,0.0,0.0,5.309999943,0.0,0,0,146,1294,1432,5.309999943,146,1440
1624580081,2016-04-13,7007,4.550000191,4.550000191,0.0,0.0,0.0,4.550000191,0.0,0,0,148,1292,1411,4.550000191,148,1440
1624580081,2016-04-14,9107,5.920000076,5.920000076,0.0,0.0,0.0,5.909999847,0.01,0,0,236,1204,1572,5.909999847,236,1440
1624580081,2016-04-15,1510,0.980000019,0.980000019,0.0,0.0,0.0,0.970000029,0.0,0,0,96,1344,1344,0.970000029,96,1440
1624580081,2016-04-16,5370,3.49000001,3.49000001,0.0,0.0,0.0,3.49000001,0.0,0,0,176,1264,1463,3.49000001,176,1440
1624580081,2016-04-17,6175,4.059999943,4.059999943,0.0,1.029999971,1.519999981,1.49000001,0.01,15,22,127,1276,1554,4.0399999620000004,164,1440
1624580081,2016-04-18,10536,7.409999847,7.409999847,0.0,2.150000095,0.620000005,4.619999886,0.01,17,7,202,1214,1604,7.3899999859999994,226,1440
1624580081,2016-04-19,2916,1.899999976,1.899999976,0.0,0.0,0.0,1.899999976,0.0,0,0,141,1299,1435,1.899999976,141,1440
1624580081,2016-04-20,4974,3.230000019,3.230000019,0.0,0.0,0.0,3.230000019,0.0,0,0,151,1289,1446,3.230000019,151,1440
1624580081,2016-04-21,6349,4.130000114,4.130000114,0.0,0.0,0.0,4.110000134,0.02,0,0,186,1254,1467,4.110000134,186,1440
1624580081,2016-04-22,4026,2.619999886,2.619999886,0.0,0.0,0.0,2.599999905,0.0,0,0,199,1241,1470,2.599999905,199,1440
1624580081,2016-04-23,8538,5.550000191,5.550000191,0.0,0.0,0.0,5.539999962,0.01,0,0,227,1213,1562,5.539999962,227,1440
1624580081,2016-04-24,6076,3.950000048,3.950000048,0.0,1.149999976,0.910000026,1.889999986,0.0,16,18,185,1221,1617,3.949999988,219,1440
1624580081,2016-04-25,6497,4.21999979,4.21999979,0.0,0.0,0.0,4.199999809,0.02,0,0,202,1238,1492,4.199999809,202,1440
1624580081,2016-04-26,2826,1.840000033,1.840000033,0.0,0.0,0.0,1.830000043,0.01,0,0,140,1300,1402,1.830000043,140,1440
1624580081,2016-04-27,8367,5.440000057,5.440000057,0.0,1.110000014,1.870000005,2.460000038,0.0,17,36,154,1233,1670,5.4400000570000007,207,1440
1624580081,2016-04-28,2759,1.789999962,1.789999962,0.0,0.0,0.200000003,1.600000024,0.0,0,5,115,1320,1401,1.800000027,120,1440
1624580081,2016-04-29,2390,1.549999952,1.549999952,0.0,0.0,0.0,1.549999952,0.0,0,0,150,1290,1404,1.549999952,150,1440
1624580081,2016-04-30,6474,4.300000191,4.300000191,0.0,0.899999976,1.279999971,2.119999886,0.01,11,23,224,1182,1655,4.299999833,258,1440
1624580081,2016-05-01,36019,28.03000069,28.03000069,0.0,21.92000008,4.190000057,1.909999967,0.02,186,63,171,1020,2690,28.020000104,420,1440
1624580081,2016-05-02,7155,4.929999828,4.929999828,0.0,0.860000014,0.589999974,3.470000029,0.0,7,6,166,1261,1497,4.920000017,179,1440
1624580081,2016-05-03,2100,1.370000005,1.370000005,0.0,0.0,0.0,1.340000033,0.02,0,0,96,1344,1334,1.340000033,96,1440
1624580081,2016-05-04,2193,1.429999948,1.429999948,0.0,0.0,0.0,1.419999957,0.0,0,0,118,1322,1368,1.419999957,118,1440
1624580081,2016-05-05,2470,1.610000014,1.610000014,0.0,0.0,0.0,1.580000043,0.02,0,0,117,1323,1370,1.580000043,117,1440
1624580081,2016-05-06,1727,1.120000005,1.120000005,0.0,0.0,0.0,1.120000005,0.01,0,0,102,1338,1341,1.120000005,102,1440
1624580081,2016-05-07,2104,1.370000005,1.370000005,0.0,0.0,0.0,1.370000005,0.0,0,0,182,1258,1474,1.370000005,182,1440
1624580081,2016-05-08,3427,2.230000019,2.230000019,0.0,0.0,0.0,2.220000029,0.0,0,0,152,1288,1427,2.220000029,152,1440
1624580081,2016-05-09,1732,1.129999995,1.129999995,0.0,0.0,0.0,1.129999995,0.0,0,0,91,1349,1328,1.129999995,91,1440
1624580081,2016-05-10,2969,1.929999948,1.929999948,0.0,0.0,0.0,1.919999957,0.01,0,0,139,1301,1393,1.919999957,139,1440
1624580081,2016-05-11,3134,2.039999962,2.039999962,0.0,0.0,0.0,2.039999962,0.0,0,0,112,1328,1359,2.039999962,112,1440
1624580081,2016-05-12,2971,1.929999948,1.929999948,0.0,0.0,0.0,1.919999957,0.01,0,0,107,890,1002,1.919999957,107,997
1644430081,2016-04-12,10694,7.769999981,7.769999981,0.0,0.140000001,2.299999952,5.329999924,0.0,2,51,256,1131,3199,7.769999877,309,1440
1644430081,2016-04-13,8001,5.820000172,5.820000172,0.0,2.279999971,0.899999976,2.640000105,0.0,30,16,135,1259,2902,5.820000052,181,1440
1644430081,2016-04-14,11037,8.020000458,8.020000458,0.0,0.360000014,2.559999943,5.099999905,0.0,5,58,252,1125,3226,8.0199998619999988,315,1440
1644430081,2016-04-15,5263,3.829999924,3.829999924,0.0,0.219999999,0.150000006,3.450000048,0.0,3,4,170,1263,2750,3.8200000530000002,177,1440
1644430081,2016-04-16,15300,11.11999989,11.11999989,0.0,4.099999905,1.879999995,5.090000153,0.0,51,42,212,1135,3493,11.070000053,305,1440
1644430081,2016-04-17,8757,6.369999886,6.369999886,0.0,2.25,0.569999993,3.549999952,0.0,29,13,186,1212,3011,6.369999945,228,1440
1644430081,2016-04-18,7132,5.190000057,5.190000057,0.0,1.070000052,1.669999957,2.450000048,0.0,15,33,121,1271,2806,5.1900000570000007,169,1440
1644430081,2016-04-19,11256,8.180000305,8.180000305,0.0,0.360000014,2.529999971,5.300000191,0.0,5,58,278,1099,3300,8.190000176,341,1440
1644430081,2016-04-20,2436,1.769999981,1.769999981,0.0,0.0,0.0,1.75999999,0.01,0,0,125,1315,2430,1.75999999,125,1440
1644430081,2016-04-21,1223,0.889999986,0.889999986,0.0,0.0,0.0,0.879999995,0.01,0,0,38,1402,2140,0.879999995,38,1440
1644430081,2016-04-22,3673,2.670000076,2.670000076,0.0,0.0,0.0,2.660000086,0.01,0,0,86,1354,2344,2.660000086,86,1440
1644430081,2016-04-23,6637,4.829999924,4.829999924,0.0,0.0,0.579999983,4.25,0.0,0,15,160,1265,2677,4.829999983,175,1440
1644430081,2016-04-24,3321,2.410000086,2.410000086,0.0,0.0,0.0,2.410000086,0.0,0,0,89,1351,2413,2.410000086,89,1440
1644430081,2016-04-25,3580,2.599999905,2.599999905,0.0,0.589999974,0.059999999,1.950000048,0.0,8,1,94,1337,2497,2.600000021,103,1440
1644430081,2016-04-26,9919,7.210000038,7.210000038,0.0,0.800000012,1.720000029,4.690000057,0.0,11,41,223,1165,3123,7.210000098,275,1440
1644430081,2016-04-27,3032,2.200000048,2.200000048,0.0,0.0,0.0,2.200000048,0.0,0,0,118,1322,2489,2.200000048,118,1440
1644430081,2016-04-28,9405,6.840000153,6.840000153,0.0,0.200000003,2.319999933,4.309999943,0.0,3,53,227,1157,3108,6.8299998790000007,283,1440
1644430081,2016-04-29,3176,2.309999943,2.309999943,0.0,0.0,0.0,2.309999943,0.0,0,0,120,1193,2498,2.309999943,120,1313
1644430081,2016-04-30,18213,13.23999977,13.23999977,0.0,0.629999995,3.140000105,9.460000038,0.0,9,71,402,816,3846,13.230000138000001,482,1298
1644430081,2016-05-01,6132,4.460000038,4.460000038,0.0,0.239999995,0.99000001,3.230000019,0.0,3,24,146,908,2696,4.460000024,173,1081
1644430081,2016-05-02,3758,2.730000019,2.730000019,0.0,0.07,0.310000002,2.349999905,0.0,1,7,148,682,2580,2.729999907,156,838
1644430081,2016-05-03,12850,9.340000153,9.340000153,0.0,0.720000029,4.090000153,4.539999962,0.0,10,94,221,1115,3324,9.350000144,325,1440
1644430081,2016-05-04,2309,1.679999948,1.679999948,0.0,0.0,0.0,1.659999967,0.02,0,0,52,1388,2222,1.659999967,52,1440
1644430081,2016-05-05,4363,3.190000057,3.190000057,0.0,0.519999981,0.540000021,2.130000114,0.01,6,12,81,1341,2463,3.190000116,99,1440
1644430081,2016-05-06,9787,7.119999886,7.119999886,0.0,0.819999993,0.270000011,6.010000229,0.02,11,6,369,1054,3328,7.100000233,386,1440
1644430081,2016-05-07,13372,9.720000267,9.720000267,0.0,3.25999999,0.790000021,5.670000076,0.01,41,17,243,1139,3404,9.720000086999999,301,1440
1644430081,2016-05-08,6724,4.889999866,4.889999866,0.0,0.0,0.0,4.880000114,0.0,0,0,295,991,2987,4.880000114,295,1286
1644430081,2016-05-09,6643,4.829999924,4.829999924,0.0,2.390000105,0.349999994,2.089999914,0.01,32,6,303,1099,3008,4.8300000129999994,341,1440
1644430081,2016-05-10,9167,6.659999847,6.659999847,0.0,0.879999995,0.810000002,4.96999979,0.01,12,19,155,1254,2799,6.659999787,186,1440
1644430081,2016-05-11,1329,0.970000029,0.970000029,0.0,0.0,0.0,0.949999988,0.01,0,0,49,713,1276,0.949999988,49,762
1844505072,2016-04-12,6697,4.429999828,4.429999828,0.0,0.0,0.0,4.429999828,0.0,0,0,339,1101,2030,4.429999828,339,1440
1844505072,2016-04-13,4929,3.25999999,3.25999999,0.0,0.0,0.0,3.25999999,0.0,0,0,248,1192,1860,3.25999999,248,1440
1844505072,2016-04-14,7937,5.25,5.25,0.0,0.0,0.0,5.230000019,0.0,0,0,373,843,2130,5.230000019,373,1216
1844505072,2016-04-15,3844,2.539999962,2.539999962,0.0,0.0,0.0,2.539999962,0.0,0,0,176,527,1725,2.539999962,176,703
1844505072,2016-04-16,3414,2.25999999,2.25999999,0.0,0.0,0.0,2.25999999,0.0,0,0,147,1293,1657,2.25999999,147,1440
1844505072,2016-04-17,4525,2.99000001,2.99000001,0.0,0.140000001,0.25999999,2.589999914,0.0,2,8,199,1231,1793,2.989999905,209,1440
1844505072,2016-04-18,4597,3.039999962,3.039999962,0.0,0.0,0.479999989,2.559999943,0.0,0,12,217,1211,1814,3.0399999319999997,229,1440
1844505072,2016-04-19,197,0.129999995,0.129999995,0.0,0.0,0.0,0.129999995,0.0,0,0,10,1430,1366,0.129999995,10,1440
1844505072,2016-04-20,8,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0,0,1,1439,1349,0.01,1,1440
1844505072,2016-04-21,8054,5.320000172,5.320000172,0.0,0.119999997,0.519999981,4.679999828,0.0,2,13,308,1117,2062,5.3199998059999993,323,1440
1844505072,2016-04-22,5372,3.549999952,3.549999952,0.0,0.0,0.0,3.549999952,0.0,0,0,220,1220,1827,3.549999952,220,1440
1844505072,2016-04-23,3570,2.359999895,2.359999895,0.0,0.0,0.0,2.359999895,0.0,0,0,139,1301,1645,2.359999895,139,1440
1844505072,2016-04-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0,1440
1844505072,2016-04-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0,1440
1844505072,2016-04-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0,1440
1844505072,2016-04-27,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1348,0.0,1,1440
1844505072,2016-04-28,6907,4.570000172,4.570000172,0.0,0.0,0.0,4.559999943,0.0,0,0,302,1138,1992,4.559999943,302,1440
1844505072,2016-04-29,4920,3.25,3.25,0.0,0.0,0.0,3.25,0.0,0,0,247,1082,1856,3.25,247,1329
1844505072,2016-04-30,4014,2.670000076,2.670000076,0.0,0.0,0.0,2.650000095,0.0,0,0,184,218,1763,2.650000095,184,402
1844505072,2016-05-01,2573,1.700000048,1.700000048,0.0,0.0,0.25999999,1.450000048,0.0,0,7,75,585,1541,1.710000038,82,667
1844505072,2016-05-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1348,0.0,0,1440
1844505072,2016-05-03,4059,2.680000067,2.680000067,0.0,0.0,0.0,2.680000067,0.0,0,0,184,1256,1742,2.680000067,184,1440
1844505072,2016-05-04,2080,1.370000005,1.370000005,0.0,0.0,0.0,1.370000005,0.0,0,0,87,1353,1549,1.370000005,87,1440
1844505072,2016-05-05,2237,1.480000019,1.480000019,0.0,0.0,0.0,1.480000019,0.0,0,0,120,1320,1589,1.480000019,120,1440
1844505072,2016-05-06,44,0.029999999,0.029999999,0.0,0.0,0.0,0.029999999,0.0,0,0,2,1438,1351,0.029999999,2,1440
1844505072,2016-05-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0,1440
1844505072,2016-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0,1440
1844505072,2016-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0,1440
1844505072,2016-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0,1440
1844505072,2016-05-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0.0,0,1440
1844505072,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,711,665,0.0,0,711
1927972279,2016-04-12,678,0.469999999,0.469999999,0.0,0.0,0.0,0.469999999,0.0,0,0,55,734,2220,0.469999999,55,789
1927972279,2016-04-13,356,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0,0,32,986,2151,0.25,32,1018
1927972279,2016-04-14,2163,1.5,1.5,0.0,0.0,0.400000006,1.100000024,0.0,0,9,88,1292,2383,1.50000003,97,1389
1927972279,2016-04-15,980,0.680000007,0.680000007,0.0,0.0,0.0,0.680000007,0.0,0,0,51,941,2221,0.680000007,51,992
1927972279,2016-04-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,0.0,0,1440
1927972279,2016-04-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,0.0,0,1440
1927972279,2016-04-18,244,0.170000002,0.170000002,0.0,0.0,0.0,0.170000002,0.0,0,0,17,1423,2111,0.170000002,17,1440
1927972279,2016-04-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,0.0,0,1440
1927972279,2016-04-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,0.0,0,1440
1927972279,2016-04-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,0.0,0,1440
1927972279,2016-04-22,149,0.100000001,0.100000001,0.0,0.0,0.0,0.100000001,0.0,0,0,10,1430,2093,0.100000001,10,1440
1927972279,2016-04-23,2945,2.039999962,2.039999962,0.0,0.0,0.0,2.039999962,0.0,0,0,145,1295,2499,2.039999962,145,1440
1927972279,2016-04-24,2090,1.450000048,1.450000048,0.0,0.07,0.239999995,1.139999986,0.0,1,6,75,1358,2324,1.449999981,82,1440
1927972279,2016-04-25,152,0.109999999,0.109999999,0.0,0.0,0.0,0.109999999,0.0,0,0,12,1303,2100,0.109999999,12,1315
1927972279,2016-04-26,3761,2.599999905,2.599999905,0.0,0.0,0.0,2.599999905,0.0,0,0,192,1058,2638,2.599999905,192,1250
1927972279,2016-04-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,0.0,0,1440
1927972279,2016-04-28,1675,1.159999967,1.159999967,0.0,0.0,0.0,1.159999967,0.0,0,0,95,1167,2351,1.159999967,95,1262
1927972279,2016-04-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,0.0,0,1440
1927972279,2016-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,0.0,0,1440
1927972279,2016-05-01,2704,1.870000005,1.870000005,0.0,1.00999999,0.029999999,0.829999983,0.0,14,1,70,1355,2411,1.869999972,85,1440
1927972279,2016-05-02,3790,2.619999886,2.619999886,0.0,1.159999967,0.300000012,1.159999967,0.0,16,8,94,1322,2505,2.619999946,118,1440
1927972279,2016-05-03,1326,0.920000017,0.920000017,0.0,0.730000019,0.0,0.180000007,0.0,10,0,17,1413,2195,0.910000026,27,1440
1927972279,2016-05-04,1786,1.24000001,1.24000001,0.0,0.0,0.0,1.24000001,0.0,0,0,87,1353,2338,1.24000001,87,1440
1927972279,2016-05-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,0.0,0,1440
1927972279,2016-05-06,2091,1.450000048,1.450000048,0.0,0.0,0.0,1.450000048,0.0,0,0,108,1332,2383,1.450000048,108,1440
1927972279,2016-05-07,1510,1.039999962,1.039999962,0.0,0.0,0.0,1.039999962,0.0,0,0,48,1392,2229,1.039999962,48,1440
1927972279,2016-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,0.0,0,1440
1927972279,2016-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,0.0,0,1440
1927972279,2016-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,0.0,0,1440
1927972279,2016-05-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,0.0,0,1440
1927972279,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,966,1383,0.0,0,966
2022484408,2016-04-12,11875,8.340000153,8.340000153,0.0,3.309999943,0.769999981,4.260000229,0.0,42,14,227,1157,2390,8.340000153,283,1440
2022484408,2016-04-13,12024,8.5,8.5,0.0,2.99000001,0.100000001,5.409999847,0.0,43,5,292,1100,2601,8.499999858,340,1440
2022484408,2016-04-14,10690,7.5,7.5,0.0,2.480000019,0.209999993,4.820000172,0.0,32,3,257,1148,2312,7.5100001840000008,292,1440
2022484408,2016-04-15,11034,8.029999733,8.029999733,0.0,1.940000057,0.310000002,5.78000021,0.0,27,9,282,1122,2525,8.030000269,318,1440
2022484408,2016-04-16,10100,7.090000153,7.090000153,0.0,3.150000095,0.550000012,3.390000105,0.0,41,11,151,1237,2177,7.090000212,203,1440
2022484408,2016-04-17,15112,11.39999962,11.39999962,0.0,3.869999886,0.660000026,6.880000114,0.0,28,29,331,1052,2782,11.410000026,388,1440
2022484408,2016-04-18,14131,10.06999969,10.06999969,0.0,3.640000105,0.119999997,6.300000191,0.0,48,3,311,1078,2770,10.060000293,362,1440
2022484408,2016-04-19,11548,8.529999733,8.529999733,0.0,3.289999962,0.239999995,5.0,0.0,31,7,250,1152,2489,8.529999957,288,1440
2022484408,2016-04-20,15112,10.67000008,10.67000008,0.0,3.339999914,1.929999948,5.400000095,0.0,48,63,276,1053,2897,10.669999957,387,1440
2022484408,2016-04-21,12453,8.739999771,8.739999771,0.0,3.329999924,1.110000014,4.309999943,0.0,104,53,255,1028,3158,8.749999881,412,1440
2022484408,2016-04-22,12954,9.329999924,9.329999924,0.0,4.429999828,0.419999987,4.46999979,0.0,52,10,273,1105,2638,9.319999605,335,1440
2022484408,2016-04-23,6001,4.210000038,4.210000038,0.0,0.0,0.0,4.210000038,0.0,0,0,249,1191,2069,4.210000038,249,1440
2022484408,2016-04-24,13481,10.27999973,10.27999973,0.0,4.550000191,1.149999976,4.579999924,0.0,37,26,216,1161,2529,10.280000091,279,1440
2022484408,2016-04-25,11369,8.010000229,8.010000229,0.0,3.329999924,0.219999999,4.460000038,0.0,44,8,217,1171,2470,8.009999961,269,1440
2022484408,2016-04-26,10119,7.190000057,7.190000057,0.0,1.429999948,0.660000026,5.110000134,0.0,55,24,275,1086,2793,7.2000001079999993,354,1440
2022484408,2016-04-27,10159,7.130000114,7.130000114,0.0,1.039999962,0.970000029,5.119999886,0.0,19,20,282,1119,2463,7.1299998769999995,321,1440
2022484408,2016-04-28,10140,7.119999886,7.119999886,0.0,0.409999996,1.330000043,5.389999866,0.0,6,20,291,1123,2296,7.129999905,317,1440
2022484408,2016-04-29,10245,7.190000057,7.190000057,0.0,0.479999989,1.210000038,5.5,0.0,21,40,281,1098,2611,7.190000027,342,1440
2022484408,2016-04-30,18387,12.90999985,12.90999985,0.0,0.939999998,1.399999976,10.56999969,0.0,13,23,361,1043,2732,12.909999663999999,397,1440
2022484408,2016-05-01,10538,7.400000095,7.400000095,0.0,1.940000057,0.959999979,4.5,0.0,25,28,245,1142,2380,7.400000036,298,1440
2022484408,2016-05-02,10379,7.289999962,7.289999962,0.0,2.609999895,0.340000004,4.329999924,0.0,36,8,277,1119,2473,7.2799998230000007,321,1440
2022484408,2016-05-03,12183,8.739999771,8.739999771,0.0,3.99000001,0.460000008,4.28000021,0.0,72,14,250,1104,2752,8.730000228,336,1440
2022484408,2016-05-04,11768,8.289999962,8.289999962,0.0,2.50999999,0.930000007,4.849999905,0.0,36,27,272,1105,2649,8.289999902,335,1440
2022484408,2016-05-05,11895,8.350000381,8.350000381,0.0,2.789999962,0.860000014,4.699999809,0.0,55,20,253,1112,2609,8.3499997850000014,328,1440
2022484408,2016-05-06,10227,7.179999828,7.179999828,0.0,1.870000005,0.670000017,4.639999866,0.0,24,17,295,1104,2498,7.179999888,336,1440
2022484408,2016-05-07,6708,4.710000038,4.710000038,0.0,1.610000014,0.079999998,3.019999981,0.0,20,2,149,1269,1995,4.7099999929999994,171,1440
2022484408,2016-05-08,3292,2.309999943,2.309999943,0.0,0.0,0.0,2.309999943,0.0,0,0,135,1305,1848,2.309999943,135,1440
2022484408,2016-05-09,13379,9.390000343,9.390000343,0.0,2.119999886,1.629999995,5.639999866,0.0,35,47,297,1061,2709,9.389999747000001,379,1440
2022484408,2016-05-10,12798,8.979999542,8.979999542,0.0,2.220000029,1.210000038,5.559999943,0.0,57,28,271,1084,2797,8.99000001,356,1440
2022484408,2016-05-11,13272,9.319999695,9.319999695,0.0,4.179999828,1.149999976,3.99000001,0.0,58,25,224,1133,2544,9.3199998139999991,307,1440
2022484408,2016-05-12,9117,6.409999847,6.409999847,0.0,1.279999971,0.670000017,4.440000057,0.0,16,16,236,728,1853,6.390000045,268,996
2026352035,2016-04-12,4414,2.74000001,2.74000001,0.0,0.189999998,0.349999994,2.200000048,0.0,3,8,181,706,1459,2.74000004,192,898
2026352035,2016-04-13,4993,3.099999905,3.099999905,0.0,0.0,0.0,3.099999905,0.0,0,0,238,663,1521,3.099999905,238,901
2026352035,2016-04-14,3335,2.069999933,2.069999933,0.0,0.0,0.0,2.049999952,0.0,0,0,197,653,1431,2.049999952,197,850
